"comp_name","squad","player_name","player_position","player_age","player_nationality","player_foot","player_market_value_euro","matches","minutes","goals_per90","assists_per90","xg_per90","xa_per90","shots_per90","shots_on_target_per90","completed_passes_total","completed_passes_percent","progressive_passes","tackles","blocks","interceptions","pressures","goals_against_per90","save_percent","clean_sheet_percent"
"Bundesliga","SC Freiburg","Nils Petersen","Centre-Forward",33,"Switzerland","right",3,32,1301,0.55,0,0.44,0.1,2.28,0.76,171,67.3,15,14,22,3,309,0,0,0
"Bundesliga","SC Freiburg","Nishan Burkart","Centre-Forward",21,"Netherlands","right",0.3,1,15,0,0,0,0,0,0,4,66.7,0,0,0,0,6,0,0,0
"Bundesliga","Hertha BSC","Alexander Schwolow","Goalkeeper",29,"Germany","right",5,26,2340,0,0,0,0,0,0,726,79.1,1,0,1,0,3,1.5,68,30.8
"Bundesliga","Hertha BSC","Rune Jarstein","Goalkeeper",37,"Norway","right",0.5,8,720,0,0,0,0,0,0,184,64.8,0,0,0,0,2,1.62,61.3,12.5
"Bundesliga","Hertha BSC","Niklas Stark","Centre-Back",26,"Germany","right",10,33,2793,0,0,0.03,0.01,0.35,0.1,1290,84.9,106,66,58,40,430,0,0,0
"Bundesliga","Hertha BSC","Dedryck Boyata","Centre-Back",31,"Belgium","right",8,19,1545,0.06,0,0.04,0.04,0.58,0.06,911,88.9,32,17,36,17,90,0,0,0
"Bundesliga","Hertha BSC","Márton Dárdai","Centre-Back",19,"Germany","left",6,12,821,0,0.11,0.01,0.02,0.22,0,406,80.2,44,18,14,15,90,0,0,0
"Bundesliga","Hertha BSC","Jordan Torunarigha","Centre-Back",24,"Germany","left",5.5,14,969,0,0,0.01,0.06,0.37,0.09,555,88,35,13,17,20,116,0,0,0
"Bundesliga","Hertha BSC","Maximilian Mittelstädt","Left-Back",24,"Germany","left",4.5,27,1797,0,0.1,0.04,0.09,0.85,0.25,842,74.8,81,76,58,52,331,0,0,0
"Bundesliga","Hertha BSC","Marvin Plattenhardt","Left-Back",29,"Germany","left",4,16,1071,0,0.17,0.01,0.11,0.25,0,528,75.6,50,20,16,6,147,0,0,0
"Bundesliga","Hertha BSC","Deyovaisio Zeefuik","Right-Back",23,"Netherlands","right",4,22,905,0.1,0,0,0.17,0.2,0.2,370,75.7,31,19,31,8,220,0,0,0
"Bundesliga","Hertha BSC","Lukas Klünter","Right-Back",25,"Germany","right",2,11,990,0,0,0,0.03,0,0,408,76.8,28,12,13,13,107,0,0,0
"Bundesliga","Hertha BSC","Peter Pekarik","Right-Back",35,"Slovakia","right",0.8,23,1692,0.16,0.05,0.07,0.05,0.48,0.27,780,82.4,64,27,36,20,209,0,0,0
"Bundesliga","Hertha BSC","Lucas Tousart","Defensive Midfield",24,"France","right",12,26,2090,0.04,0,0.06,0.04,1.29,0.26,669,78.9,59,51,54,42,447,0,0,0
"Bundesliga","Hertha BSC","Santiago Ascacíbar","Defensive Midfield",24,"Argentina","right",6.5,13,762,0.12,0,0.07,0.03,0.83,0.35,294,83.3,26,34,20,11,251,0,0,0
"Bundesliga","Hertha BSC","Suat Serdar","Central Midfield",24,"Germany","right",9,25,1953,0.05,0.14,0.1,0.07,1.47,0.41,468,76.5,58,58,39,23,353,0,0,0
"Bundesliga","Hertha BSC","Vladimir Darida","Central Midfield",31,"Czech Republic","right",3.5,27,1903,0.05,0.28,0.07,0.27,1.28,0.28,720,72.5,81,37,35,32,407,0,0,0
"Bundesliga","Hertha BSC","Jonas Michelbrink","Central Midfield",20,"Germany","right",0.5,2,39,0,0,0,0,0,0,11,73.3,0,0,1,0,16,0,0,0
"Bundesliga","Hertha BSC","Myziane Maolida","Left Winger",22,"France","right",5,19,1077,0.25,0.08,0.23,0.14,1.59,0.33,274,75.1,30,18,7,5,174,0,0,0
"Bundesliga","Hertha BSC","Marco Richter","Right Winger",24,"Germany","right",5,29,1416,0.19,0.06,0.31,0.1,3.5,1.27,285,59.7,39,19,13,9,255,0,0,0
"Bundesliga","Hertha BSC","Krzysztof Piatek","Centre-Forward",26,"Poland","right",15,32,1630,0.39,0.06,0.37,0.07,2.15,0.99,288,70.8,16,9,15,6,450,0,0,0
"Bundesliga","Hertha BSC","Stevan Jovetic","Centre-Forward",32,"Montenegro","right",3,29,802,0.67,0,0.62,0.1,4.94,2.24,269,70.4,42,13,4,7,132,0,0,0
"Bundesliga","Hertha BSC","Davie Selke","Centre-Forward",26,"Germany","right",2.8,23,813,0.33,0.11,0.4,0.07,2.99,1.33,131,58.7,13,3,5,2,180,0,0,0
"Bundesliga","Hertha BSC","Ishak Belfodil","Centre-Forward",29,"Algeria","right",1.5,14,596,0,0.15,0.23,0.15,1.81,0.6,108,71.5,8,3,3,0,54,0,0,0
"Bundesliga","1.FSV Mainz 05","Robin Zentner","Goalkeeper",27,"Germany","right",5,31,2790,0,0,0,0.01,0.06,0,723,66.9,0,0,0,0,5,1.48,69.6,16.1
"Bundesliga","1.FSV Mainz 05","Finn Dahmen","Goalkeeper",23,"Germany","right",2,3,270,0,0,0,0,0,0,67,77.9,0,0,0,0,1,3.33,55,0
"Bundesliga","1.FSV Mainz 05","Jeremiah St. Juste","Centre-Back",25,"Netherlands","right",16,32,2880,0,0.03,0.06,0.01,0.69,0.12,1094,81.5,103,72,70,61,396,0,0,0
"Bundesliga","1.FSV Mainz 05","Moussa Niakhaté","Centre-Back",25,"France","left",15,32,2866,0.09,0.03,0.08,0.06,0.28,0.16,1131,74,112,58,53,40,344,0,0,0
"Bundesliga","1.FSV Mainz 05","Stefan Bell","Centre-Back",30,"Germany","right",2,16,1266,0.07,0.07,0.03,0.09,0.5,0.14,418,78.7,28,25,23,38,130,0,0,0
"Bundesliga","1.FSV Mainz 05","Alexander Hack","Centre-Back",28,"Germany","left",2,21,1370,0.07,0,0.02,0.03,0.53,0.13,530,77.3,49,43,25,30,134,0,0,0
"Bundesliga","1.FSV Mainz 05","Aarón Martín","Left-Back",24,"Spain","left",4.5,24,1802,0,0.09,0.01,0.095,0.345,0.03,813,76.2,51,18.5,14,10,112.5,0,0,0
"Bundesliga","1.FSV Mainz 05","Anderson Lucoqui","Left-Back",24,"Angola","left",2.5,21,1604,0,0,0.01,0.01,0.45,0.11,501,68.1,49,50,65,16,263,0,0,0
"Bundesliga","1.FSV Mainz 05","Daniel Brosinski","Right-Back",33,"Germany","right",0.8,21,1430,0.13,0.06,0.12,0.15,0.44,0.06,532,63.4,71,19,34,13,142,0,0,0
"Bundesliga","1.FSV Mainz 05","Niklas Tauer","Defensive Midfield",20,"Germany","right",1,5,69,0,0,0,0.03,0,0,17,63,3,1,4,0,13,0,0,0
"Bundesliga","1.FSV Mainz 05","Leandro Barreiro","Central Midfield",21,"Luxembourg","right",11,29,2303,0.08,0.08,0.13,0.08,1.25,0.39,474,66.5,56,68,61,50,580,0,0,0
"Bundesliga","1.FSV Mainz 05","Dominik Kohr","Central Midfield",27,"Germany","right",6,24,1528,0.035,0.035,0.125,0.05,1.435,0.105,527,76.55,74,32.5,15.5,17,186.5,0,0,0
"Bundesliga","1.FSV Mainz 05","Merveille Papela","Central Midfield",20,"Germany","right",0.4,1,2,0,0,0,0,0,0,1,100,0,0,0,0,3,0,0,0
"Bundesliga","1.FSV Mainz 05","Jean-Paul Boëtius","Attacking Midfield",27,"Netherlands","right",5,31,2065,0.09,0.17,0.12,0.26,1.26,0.39,560,69.5,85,49,44,25,465,0,0,0
"Bundesliga","1.FSV Mainz 05","Kevin Stöger","Attacking Midfield",28,"Austria","left",2.8,19,538,0.5,0,0.26,0.15,1.51,0.67,273,69.5,32,14,9,11,97,0,0,0
"Bundesliga","1.FSV Mainz 05","Paul Nebel","Right Winger",19,"Germany","both",1.3,4,51,0,0,0,0,0,0,22,78.6,2,1,0,1,17,0,0,0
"Bundesliga","1.FSV Mainz 05","Jonathan Burkardt","Centre-Forward",21,"Germany","right",6.5,29,1373,0.13,0,0.3,0.1,2.1,0.72,283,70.8,33,30,24,5,290,0,0,0
"Bundesliga","1.FSV Mainz 05","Karim Onisiwo","Centre-Forward",29,"Austria","right",3.5,31,1843,0.2,0,0.26,0.12,2.54,0.98,265,62.6,27,34,25,10,430,0,0,0
"Bundesliga","1.FSV Mainz 05","Marcus Ingvartsen","Centre-Forward",25,"Denmark","left",3.5,30,1963,0.14,0.23,0.19,0.09,1.7,0.6,463,71,43,24,30,30,375,0,0,0
"Bundesliga","1.FSV Mainz 05","Ádám Szalai","Centre-Forward",34,"Hungary","right",0.8,18,733,0.12,0,0.26,0.07,1.84,0.74,113,53.8,16,7,4,3,132,0,0,0
"Bundesliga","FC Augsburg","Rafal Gikiewicz","Goalkeeper",34,"Poland","right",1.5,34,3060,0,0,0,0,0,0,974,69.6,1,0,2,0,7,1.62,71.5,20.6
"Bundesliga","FC Augsburg","Felix Uduokhai","Centre-Back",24,"Germany","left",16,29,2610,0.03,0,0.04,0.01,0.45,0.1,1215,84.2,85,40,68,36,275,0,0,0
"Bundesliga","FC Augsburg","Jeffrey Gouweleeuw","Centre-Back",30,"Netherlands","right",7,32,2835,0.03,0,0.01,0.01,0.22,0.06,1254,80.4,116,39,54,51,269,0,0,0
"Bundesliga","FC Augsburg","Reece Oxford","Centre-Back",23,"England","right",5,24,1358,0,0,0.04,0.01,0.46,0.13,559,84.4,58,23,26,39,132,0,0,0
"Bundesliga","FC Augsburg","Iago","Left-Back",24,"Brazil","left",5,18,1560,0.06,0.06,0.05,0.06,0.52,0.12,605,73.8,41,36,45,19,223,0,0,0
"Bundesliga","FC Augsburg","Mads Pedersen","Left-Back",25,"Denmark","left",1.1,15,887,0,0,0,0.08,0.1,0,297,70.4,18,29,25,19,182,0,0,0
"Bundesliga","FC Augsburg","Robert Gumny","Right-Back",23,"Poland","right",3,24,1377,0.07,0,0.05,0.03,0.46,0.2,444,74.6,33,19,34,28,199,0,0,0
"Bundesliga","FC Augsburg","Raphael Framberger","Right-Back",26,"Germany","right",2,21,1540,0,0.06,0,0.12,0.06,0.06,488,66.1,53,41,63,27,208,0,0,0
"Bundesliga","FC Augsburg","Carlos Gruezo","Defensive Midfield",26,"Ecuador","right",4,28,2084,0,0,0.01,0.03,0.69,0,646,80.4,58,75,43,36,464,0,0,0
"Bundesliga","FC Augsburg","Tobias Strobl","Defensive Midfield",31,"Germany","right",2,29,1846,0,0,0.03,0.04,0.29,0.05,677,81.2,72,25,34,28,312,0,0,0
"Bundesliga","FC Augsburg","Arne Maier","Central Midfield",22,"Germany","right",5,18,1064,0,0,0.015,0.305,0.48,0.085,326,84.1,32,10,9.5,4.5,93.5,0,0,0
"Bundesliga","FC Augsburg","Jan Moravek","Central Midfield",32,"Czech Republic","right",0.5,5,267,0,0,0.05,0.01,0.34,0,98,68.1,9,4,3,8,92,0,0,0
"Bundesliga","FC Augsburg","Tim Civeja","Central Midfield",19,"Germany","both",0.2,3,34,0,0,0,0,0,0,16,66.7,2,0,1,1,6,0,0,0
"Bundesliga","FC Augsburg","Fredrik Jensen","Attacking Midfield",24,"Finland","right",2,13,377,0,0.24,0.06,0.25,1.19,0,68,68,4,4,3,5,69,0,0,0
"Bundesliga","FC Augsburg","Rubén Vargas","Left Winger",23,"Switzerland","right",11,30,1612,0.33,0.17,0.21,0.15,2.12,0.73,414,76.4,47,23,39,28,267,0,0,0
"Bundesliga","FC Augsburg","André Hahn","Right Winger",31,"Germany","right",2.5,29,2037,0.35,0.13,0.24,0.08,1.81,0.62,262,56.1,24,44,49,18,510,0,0,0
"Bundesliga","FC Augsburg","Daniel Caligiuri","Right Winger",33,"Italy","right",2,33,2665,0.2,0.14,0.16,0.13,1.28,0.44,822,69,94,81,71,42,633,0,0,0
"Bundesliga","FC Augsburg","Noah Joel Sarenren Bazee","Right Winger",25,"Germany","right",1,5,36,0,2.5,0,1.77,0,0,6,46.2,0,1,1,2,10,0,0,0
"Bundesliga","FC Augsburg","Michael Gregoritsch","Second Striker",27,"Austria","left",2,24,835,0.11,0.22,0.11,0.14,1.4,0.32,171,64.5,19,14,7,1,182,0,0,0
"Bundesliga","FC Augsburg","Florian Niederlechner","Centre-Forward",31,"Germany","left",4,28,1737,0.26,0.21,0.35,0.16,2.49,0.93,229,70.5,24,11,17,6,237,0,0,0
"Bundesliga","FC Augsburg","Andi Zeqiri","Centre-Forward",22,"Switzerland","left",2.5,9,171,0,0,0.33,0.04,3.68,1.05,20,46.5,4,3,2,0,39,0,0,0
"Bundesliga","FC Augsburg","Sergio Córdova","Centre-Forward",24,"Venezuela","right",1.2,23,1090,0.17,0.08,0.26,0.1,1.65,0.33,180,67.4,19,16,14,6,269,0,0,0
"Bundesliga","FC Augsburg","Alfred Finnbogason","Centre-Forward",32,"Iceland","right",1.2,17,544,0,0.17,0.51,0.24,1.82,0.99,111,63.1,16,3,9,1,84,0,0,0
"Bundesliga","1. FC Köln","Timo Horn","Goalkeeper",28,"Germany","left",4,34,3009,0,0,0,0,0,0,974,73.5,0,0,0,1,6,1.76,65.3,14.7
"Bundesliga","1. FC Köln","Jorge Meré","Centre-Back",24,"Spain","right",3.5,16,1300,0,0,0,0.01,0.14,0,603,88.7,23,21,17,23,119,0,0,0
"Bundesliga","1. FC Köln","Sava-Arangel Cestic","Centre-Back",20,"Serbia","right",1.5,11,899,0,0,0.01,0.01,0.1,0,307,75.8,24,21,20,29,111,0,0,0
"Bundesliga","1. FC Köln","Rafael Czichos","Centre-Back",31,"Germany","left",1.3,28,2259,0.04,0,0.06,0,0.4,0.08,1122,85.1,97,63,41,38,272,0,0,0
"Bundesliga","1. FC Köln","Luca Kilian","Centre-Back",22,"Germany","right",1.3,6,381,0,0,0.01,0,0.24,0,193,86.9,10,14,6,1,38,0,0,0
"Bundesliga","1. FC Köln","Jonas Hector","Left-Back",31,"Germany","left",5,19,1290,0.21,0.07,0.24,0.12,1.88,0.56,439,77.2,45,28,28,19,276,0,0,0
"Bundesliga","1. FC Köln","Noah Katterbach","Left-Back",20,"Germany","left",3,21,1111,0,0,0.01,0.1,0.73,0.16,515,77,54,22,15,11,144,0,0,0
"Bundesliga","1. FC Köln","Jannes Horn","Left-Back",24,"Germany","left",3,29,1768,0,0.05,0.01,0.08,0.31,0.05,722,79.6,68,33,30,18,224,0,0,0
"Bundesliga","1. FC Köln","Kingsley Ehizibue","Right-Back",26,"Nigeria","right",1.7,21,1133,0,0.08,0.04,0.06,0.71,0.08,433,74.1,36,36,24,17,192,0,0,0
"Bundesliga","1. FC Köln","Benno Schmitz","Right-Back",27,"Germany","right",1.3,12,416,0,0.22,0.06,0.09,0.87,0.22,178,72.4,28,13,6,8,86,0,0,0
"Bundesliga","1. FC Köln","Ellyes Skhiri","Defensive Midfield",26,"Tunisia","right",13,32,2785,0.16,0.06,0.13,0.04,0.55,0.23,1318,87.1,103,88,77,84,537,0,0,0
"Bundesliga","1. FC Köln","Salih Özcan","Central Midfield",23,"Germany","right",3.5,28,1371,0,0.07,0.04,0.04,0.72,0.33,560,80.5,39,25,17,21,265,0,0,0
"Bundesliga","1. FC Köln","Ondrej Duda","Attacking Midfield",27,"Slovakia","right",8,32,2537,0.25,0.18,0.21,0.14,1.67,0.46,897,71.8,102,51,32,19,526,0,0,0
"Bundesliga","1. FC Köln","Florian Kainz","Left Winger",29,"Austria","right",3.5,8,447,0.2,0,0.12,0.21,1.81,0.6,126,68.9,21,5,8,5,58,0,0,0
"Bundesliga","1. FC Köln","Jan Thielmann","Right Winger",19,"Germany","right",5.5,24,1029,0.17,0.26,0.09,0.06,0.96,0.35,229,63.8,24,18,12,8,206,0,0,0
"Bundesliga","1. FC Köln","Mark Uth","Second Striker",30,"Germany","left",3,20,1494,0.18,0.06,0.17,0.07,2.11,0.6,407,73.9,43,27,18,14,325,0,0,0
"Bundesliga","1. FC Köln","Sebastian Andersson","Centre-Forward",30,"Sweden","right",4.5,16,1126,0.24,0,0.44,0.03,3.12,1.12,175,71.1,9,5,9,3,165,0,0,0
"Bundesliga","1. FC Köln","Anthony Modeste","Centre-Forward",33,"France","right",1.8,15,514,0,0,0.495,0.025,2.805,0.155,59,57.85,2,1.5,1.5,0,46,0,0,0
"Bundesliga","1.FC Union Berlin","Andreas Luthe","Goalkeeper",34,"Germany","right",0.9,31,2768,0,0,0,0,0,0,815,71.6,0,0,0,0,5,1.37,69.1,16.1
"Bundesliga","1.FC Union Berlin","Marvin Friedrich","Centre-Back",26,"Germany","right",10,34,3060,0.15,0.06,0.04,0.02,0.71,0.18,1461,80.9,123,61,69,44,383,0,0,0
"Bundesliga","1.FC Union Berlin","Robin Knoche","Centre-Back",29,"Germany","right",7.5,34,3042,0.03,0,0.03,0.01,0.33,0.12,1747,86.6,82,50,59,43,346,0,0,0
"Bundesliga","1.FC Union Berlin","Niko Gießelmann","Left-Back",30,"Germany","left",1.8,13,430,0,0,0.02,0.07,0.84,0,159,64.1,25,18,9,8,78,0,0,0
"Bundesliga","1.FC Union Berlin","Bastian Oczipka","Left-Back",32,"Germany","left",0.6,27,1922,0,0.09,0.01,0.07,0.33,0,885,78.5,75,38,37,31,191,0,0,0
"Bundesliga","1.FC Union Berlin","Julian Ryerson","Right-Back",24,"Norway","right",2.5,24,1069,0,0.17,0.02,0.11,0.51,0,419,73.5,28,22,26,13,184,0,0,0
"Bundesliga","1.FC Union Berlin","Christopher Trimmel","Right-Back",34,"Austria","right",1.2,31,2572,0.03,0.31,0.01,0.17,0.31,0.1,1107,71.5,90,58,46,58,331,0,0,0
"Bundesliga","1.FC Union Berlin","Rani Khedira","Defensive Midfield",27,"Germany","right",5,27,1818,0.05,0,0.05,0.01,0.5,0.2,494,73.6,43,36,26,23,336,0,0,0
"Bundesliga","1.FC Union Berlin","Grischa Prömel","Central Midfield",26,"Germany","both",4,24,1816,0.15,0.05,0.09,0.04,0.99,0.25,578,77.7,48,40,34,31,312,0,0,0
"Bundesliga","1.FC Union Berlin","Levin Öztunali","Central Midfield",25,"Germany","right",2.5,17,758,0.12,0.24,0.08,0.11,0.71,0.36,167,61.9,25,28,18,15,112,0,0,0
"Bundesliga","1.FC Union Berlin","Kevin Möhwald","Central Midfield",28,"Germany","right",2,27,1555,0.29,0.06,0.08,0.06,1.39,0.41,832,84.4,60,19,19,41,234,0,0,0
"Bundesliga","1.FC Union Berlin","Keita Endo","Left Winger",24,"Japan","right",1.3,16,456,0.2,0,0.23,0.22,1.78,0.79,76,70.4,7,8,12,9,98,0,0,0
"Bundesliga","1.FC Union Berlin","Sheraldo Becker","Right Winger",26,"Suriname","right",3,18,1106,0.24,0.24,0.17,0.26,2.52,0.81,212,63.1,23,8,10,5,129,0,0,0
"Bundesliga","1.FC Union Berlin","Max Kruse","Second Striker",33,"Germany","left",5,22,1629,0.61,0.28,0.37,0.25,1.27,0.66,565,75.4,70,9,17,5,191,0,0,0
"Bundesliga","1.FC Union Berlin","Taiwo Awoniyi","Centre-Forward",24,"Nigeria","right",8,21,1359,0.33,0.13,0.46,0.1,1.92,0.86,208,69.1,11,8,14,4,207,0,0,0
"Bundesliga","1.FC Union Berlin","Andreas Voglsammer","Centre-Forward",29,"Germany","right",1.7,18,1000,0.18,0.18,0.31,0.16,2.97,1.08,157,58.4,24,11,15,5,186,0,0,0
"Bundesliga","1.FC Union Berlin","Cedric Teuchert","Centre-Forward",24,"Germany","right",1.7,24,754,0.36,0.12,0.39,0.12,2.75,1.19,149,72.7,19,10,14,11,176,0,0,0
"Bundesliga","Arminia Bielefeld","Stefan Ortega","Goalkeeper",29,"Germany","right",6,34,3060,0,0.03,0,0.02,0,0,1388,70.6,3,1,1,0,4,1.53,71.7,32.4
"Bundesliga","Arminia Bielefeld","Amos Pieper","Centre-Back",23,"Germany","right",7,30,2682,0.03,0.03,0.03,0.02,0.47,0.17,1251,83.7,78,66,72,36,326,0,0,0
"Bundesliga","Arminia Bielefeld","Joakim Nilsson","Centre-Back",27,"Sweden","left",3.5,25,2162,0,0,0.02,0.01,0.21,0.08,892,84.3,43,41,38,26,247,0,0,0
"Bundesliga","Arminia Bielefeld","Lennart Czyborra","Left-Back",22,"Germany","left",3.5,17,1173,0.08,0,0.02,0.02,0.38,0.15,429,74.5,26,15,25,12,160,0,0,0
"Bundesliga","Arminia Bielefeld","Jacob Barrett Laursen","Left-Back",27,"Denmark","left",1,16,1108,0,0.08,0,0.1,0.16,0,438,78.1,29,21,40,23,152,0,0,0
"Bundesliga","Arminia Bielefeld","Cédric Brunner","Right-Back",27,"Switzerland","right",3.2,31,2655,0,0.03,0.01,0.04,0.2,0.07,1029,71.4,93,51,67,30,355,0,0,0
"Bundesliga","Arminia Bielefeld","Nathan de Medina","Right-Back",24,"Belgium","right",0.75,16,639,0,0.14,0,0.08,0,0,210,66.5,13,24,21,8,145,0,0,0
"Bundesliga","Arminia Bielefeld","Manuel Prietl","Defensive Midfield",30,"Austria","right",1.8,28,2517,0.04,0.04,0.02,0.05,0.64,0.18,796,80,55,76,56,38,616,0,0,0
"Bundesliga","Arminia Bielefeld","Fabian Kunze","Defensive Midfield",23,"Germany","right",1,26,1270,0,0,0.04,0.03,0.5,0.07,444,78.4,48,44,34,15,307,0,0,0
"Bundesliga","Arminia Bielefeld","Edimilson Fernandes","Central Midfield",25,"Switzerland","right",3.5,14,841,0,0.11,0.07,0.1,1.39,0.43,261,73.1,25,9,19,23,115,0,0,0
"Bundesliga","Arminia Bielefeld","Alessandro Schöpf","Central Midfield",27,"Austria","right",1.5,19,942,0,0,0.04,0.03,1.05,0.1,289,79.8,21,15,21,7,212,0,0,0
"Bundesliga","Arminia Bielefeld","Masaya Okugawa","Attacking Midfield",25,"Japan","both",2.5,13,914,0.1,0,0.09,0.08,0.79,0.3,99,61.1,10,17,14,8,254,0,0,0
"Bundesliga","Arminia Bielefeld","Fabian Klos","Centre-Forward",34,"Germany","both",0.8,34,2709,0.17,0.07,0.26,0.11,1.73,0.63,450,56.4,79,26,20,10,508,0,0,0
"Bundesliga","VfL Bochum","Elvis Rexhbecaj","Central Midfield",24,"Germany","left",4,30,1833,0.25,0.1,0.1,0.11,1.37,0.49,419,64.9,50,52,51,22,430,0,0,0
"Bundesliga","VfL Bochum","Eduard Löwen","Central Midfield",24,"Germany","right",3,7,85,0,0,0.04,0,1.06,0,52,75.4,3,5,0,1,27,0,0,0
"Bundesliga","SpVgg Greuther Fürth","Sebastian Griesbeck","Defensive Midfield",31,"Germany","right",1,24,890,0,0,0.04,0,0.4,0.1,172,74.1,18,25,16,5,193,0,0,0
"Bundesliga","SpVgg Greuther Fürth","Nils Seufert","Central Midfield",24,"Germany","both",0.8,13,343,0,0.26,0.01,0.07,0.26,0,125,81.2,10,11,4,2,87,0,0,0
"Bundesliga","SpVgg Greuther Fürth","Jessic Ngankam","Centre-Forward",21,"Germany","right",1.2,15,296,0.61,0,0.14,0.01,1.82,1.22,40,75.5,2,6,9,1,90,0,0,0
"Ligue 1","Paris Saint-Germain","Gianluigi Donnarumma","Goalkeeper",22,"Italy","right",65,37,3330,0,0,0,0,0,0,977,78.5,1,0,0,0,0,1.03,71.2,37.8
"Ligue 1","Paris Saint-Germain","Keylor Navas","Goalkeeper",35,"Costa Rica","right",10,29,2520,0,0,0,0.01,0,0,650,87.2,0,0,0,0,5,0.64,80.9,51.7
"Ligue 1","Paris Saint-Germain","Sergio Rico","Goalkeeper",28,"Spain","right",5,10,810,0,0,0,0,0,0,196,90.7,0,0,0,0,0,1,75,62.5
"Ligue 1","Paris Saint-Germain","Marquinhos","Centre-Back",27,"Brazil","right",75,25,2128,0.13,0.04,0.06,0.02,0.63,0.34,1610,93.1,89,25,31,32,198,0,0,0
"Ligue 1","Paris Saint-Germain","Presnel Kimpembe","Centre-Back",26,"France","left",40,28,2303,0,0,0.01,0.01,0.2,0.04,1850,96,85,53,34,34,218,0,0,0
"Ligue 1","Paris Saint-Germain","Thilo Kehrer","Centre-Back",25,"Germany","right",25,24,1616,0,0,0.04,0.04,0.39,0,1164,93.1,48,28,25,17,202,0,0,0
"Ligue 1","Paris Saint-Germain","Sergio Ramos","Centre-Back",35,"Spain","right",8,15,1275,0.14,0,0.27,0.02,1.06,0.28,1023,91.8,61,20,18,16,97,0,0,0
"Ligue 1","Paris Saint-Germain","Abdou Diallo","Left-Back",25,"Senegal","left",25,22,1490,0,0.06,0.02,0.03,0.24,0,1109,93.1,75,23,23,17,126,0,0,0
"Ligue 1","Paris Saint-Germain","Juan Bernat","Left-Back",28,"Spain","left",12,3,194,0,0,0,0.13,0,0,117,90.7,8,6,8,1,38,0,0,0
"Ligue 1","Paris Saint-Germain","Layvin Kurzawa","Left-Back",29,"France","left",9,19,1278,0.07,0.07,0.05,0.12,0.77,0.14,849,87.4,54,32,25,27,167,0,0,0
"Ligue 1","Paris Saint-Germain","Achraf Hakimi","Right-Back",23,"Morocco","right",70,37,2665,0.24,0.27,0.16,0.23,1.28,0.51,1279,82.5,124,51,40,25,500,0,0,0
"Ligue 1","Paris Saint-Germain","Colin Dagba","Right-Back",23,"France","right",8,25,1357,0.07,0.13,0.02,0.07,0.46,0.07,841,88.9,40,26,33,12,209,0,0,0
"Ligue 1","Paris Saint-Germain","Leandro Paredes","Defensive Midfield",27,"Argentina","right",20,21,1302,0.07,0.14,0.07,0.09,1.73,0.48,1327,90.3,131,34,18,16,170,0,0,0
"Ligue 1","Paris Saint-Germain","Danilo Pereira","Defensive Midfield",30,"Portugal","right",14,23,1430,0.13,0.06,0.11,0.02,1.07,0.31,1097,93,60,23,18,30,177,0,0,0
"Ligue 1","Paris Saint-Germain","Idrissa Gueye","Defensive Midfield",32,"Senegal","right",13,28,1581,0.11,0.06,0.04,0.03,1.08,0.4,1569,92.8,120,69,29,25,395,0,0,0
"Ligue 1","Paris Saint-Germain","Marco Verratti","Central Midfield",29,"Italy","right",55,21,1492,0,0.12,0.06,0.15,0.6,0.3,1653,91.9,135,51,29,21,319,0,0,0
"Ligue 1","Paris Saint-Germain","Georginio Wijnaldum","Central Midfield",31,"Netherlands","right",25,38,2941,0.06,0,0.1,0.05,0.95,0.28,1630,93.3,93,30,37,25,425,0,0,0
"Ligue 1","Paris Saint-Germain","Ander Herrera","Central Midfield",32,"Spain","right",12,31,1851,0.05,0.15,0.06,0.13,1.02,0.19,1591,90.9,136,55,44,26,429,0,0,0
"Ligue 1","Paris Saint-Germain","Junior Dina Ebimbe","Central Midfield",21,"France","right",5,30,2144,0.04,0.04,0.16,0.08,1.93,0.55,635,79,62,42,24,17,421,0,0,0
"Ligue 1","Paris Saint-Germain","Rafinha","Attacking Midfield",28,"Brazil","left",12,23,1361,0,0.26,0.09,0.21,1.59,0.53,1048,89.6,83,51,26,15,357,0,0,0
"Ligue 1","Paris Saint-Germain","Xavi Simons","Attacking Midfield",18,"Netherlands","right",1.5,1,2,0,0,2.98,0,45,0,6,75,0,1,0,0,3,0,0,0
"Ligue 1","Paris Saint-Germain","Edouard Michut","Attacking Midfield",18,"France","right",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ligue 1","Paris Saint-Germain","Bandiougou Fadiga","Attacking Midfield",20,"France","right",0.9,10,106,0,0,0.035,0.03,0.715,0.715,58,91.65,4,0.5,0,1,12.5,0,0,0
"Ligue 1","Paris Saint-Germain","Neymar","Left Winger",29,"Brazil","right",90,18,1415,0.57,0.32,0.78,0.46,4.07,1.02,776,77.8,133,13,10,7,211,0,0,0
"Ligue 1","Paris Saint-Germain","Julian Draxler","Left Winger",28,"Germany","right",20,24,1064,0.34,0.25,0.18,0.23,1.02,0.42,548,86.4,55,13,8,16,127,0,0,0
"Ligue 1","Paris Saint-Germain","Lionel Messi","Right Winger",34,"Argentina","left",60,35,3023,0.89,0.27,0.7,0.32,5.66,2.53,1989,82.3,317,22,12,7,291,0,0,0
